Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  06:54:00,26.5,27.160207061991617 
 05/15  06:55:00,26.6,27.14952371565296 
 05/15  06:56:00,26.7,27.13891588782486 
 05/15  06:57:00,26.8,27.12837364535434 
 05/15  06:58:00,26.9,27.117903321458705 
 05/15  06:59:00,26.9,27.107510953000162 
 05/15  07:00:00,27.0,27.097199376699116 
 05/15  07:01:00,27.1,27.086969551150357 
 05/15  07:02:00,27.2,27.076821953606945 
 05/15  07:03:00,27.3,27.066757204014564 
 05/15  07:04:00,27.4,27.05677617781881 
 05/15  07:05:00,27.5,27.046879942027473 
 05/15  07:06:00,27.6,27.03707969859875 
 05/15  07:07:00,27.7,27.027370741854778 
 05/15  07:08:00,27.8,27.017749035036463 
 05/15  07:09:00,27.8,27.00821400689053 
 05/15  07:10:00,27.9,26.998777118928462 
 05/15  07:11:00,28.0,26.989434518830304 
 05/15  07:12:00,28.1,26.980192924337004 
 05/15  07:13:00,28.2,26.971046320277143 
 05/15  07:14:00,28.3,26.962001181478417 
 05/15  07:15:00,28.4,26.953051964467516 
 05/15  07:16:00,28.5,26.944205602173913 
 05/15  07:17:00,28.6,26.93546693978148 
 05/15  07:18:00,28.7,26.92682724615116 
 05/15  07:19:00,28.7,26.918291996708817 
 05/15  07:20:00,28.8,26.909865959179825 
 05/15  07:21:00,28.9,26.901550888614466 
 05/15  07:22:00,29.0,26.893346902800346 
 05/15  07:23:00,29.1,26.885253789495547 
 05/15  07:24:00,29.2,26.877271556282125 
 05/15  07:25:00,29.3,26.86940050810569 
 05/15  07:26:00,29.4,26.861641171068335 
 05/15  07:27:00,29.5,26.853994212408843 
 05/15  07:28:00,29.5,26.84646039089513 
 05/15  07:29:00,29.6,26.839050574553692 
 05/15  07:30:00,29.7,26.83175979823353 
 05/15  07:31:00,29.8,26.824583705323892 
 05/15  07:32:00,29.9,26.817531300346875 
 05/15  07:33:00,30.0,26.81059778799105 
 05/15  07:34:00,30.1,26.803789510386743 
 05/15  07:35:00,30.2,26.797110358105233 
 05/15  07:36:00,30.3,26.790550698345776 
 05/15  07:37:00,30.3,26.784115171076873 
 05/15  07:38:00,30.4,26.777807853800365 
 05/15  07:39:00,30.5,26.771629942744884 
 05/15  07:40:00,30.6,26.765581056302896 
 05/15  07:41:00,30.7,26.75966049913194 
 05/15  07:42:00,30.8,26.753867798865596 
 05/15  07:43:00,30.9,26.74820278410822 
 05/15  07:44:00,31.0,26.742665511439096 
 05/15  07:45:00,31.1,26.73725618757988 
 05/15  07:46:00,31.1,26.73198598148033 
 05/15  07:47:00,31.2,26.726848548026705 
 05/15  07:48:00,31.3,26.721849871035605 
 05/15  07:49:00,31.4,26.716981962369378 
 05/15  07:50:00,31.5,26.71225092342751 
 05/15  07:51:00,31.6,26.70764953455476 
 05/15  07:52:00,31.7,26.703184386796032 
 05/15  07:53:00,31.7,26.69885942738053 
 05/15  07:54:00,31.8,26.69467510294388 
 05/15  07:55:00,31.9,26.690630305557693 
 05/15  07:56:00,32.0,26.686723762054868 
 05/15  07:57:00,32.1,26.682954524360333 
 05/15  07:58:00,32.2,26.67932199191538 
 05/15  07:59:00,32.3,26.67582581107262 
 05/15  08:00:00,32.3,26.672465789734765 
 05/15  08:01:00,32.4,26.669241848715792 
 05/15  08:02:00,32.5,26.666153996167292 
 05/15  08:03:00,32.5,26.663220395674813 
 05/15  08:04:00,32.6,26.660443026149686 
 05/15  08:05:00,32.7,26.65780019417238 
 05/15  08:06:00,32.7,26.655302061978766 
 05/15  08:07:00,32.8,26.652951922674646 
 05/15  08:08:00,32.8,26.65074855768806 
 05/15  08:09:00,32.9,26.6486896631683 
 05/15  08:10:00,33.0,26.646773321127917 
 05/15  08:11:00,33.0,26.644998226220185 
 05/15  08:12:00,33.1,26.643363511448477 
 05/15  08:13:00,33.2,26.6418685664037 
 05/15  08:14:00,33.2,26.640512934761947 
 05/15  08:15:00,33.3,26.639296268535954 
 05/15  08:16:00,33.3,26.63821830647369 
 05/15  08:17:00,33.4,26.63727885917433 
 05/15  08:18:00,33.5,26.636477795515205 
 05/15  08:19:00,33.5,26.635815029943696 
 05/15  08:20:00,33.6,26.63529051114455 
 05/15  08:21:00,33.7,26.63490421230874 
 05/15  08:22:00,33.7,26.634656122905056 
 05/15  08:23:00,33.8,26.634546241732757 
 05/15  08:24:00,33.8,26.634574571039874 
 05/15  08:25:00,33.9,26.63474111153671 
