Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  06:26:00,24.0,25.49872349005179 
 05/15  06:27:00,24.0,25.486519052092472 
 05/15  06:28:00,24.1,25.474415600597247 
 05/15  06:29:00,24.2,25.462425256380268 
 05/15  06:30:00,24.3,25.45054436786625 
 05/15  06:31:00,24.4,25.438770223473508 
 05/15  06:32:00,24.5,25.42710376438999 
 05/15  06:33:00,24.6,25.415558012097144 
 05/15  06:34:00,24.7,25.404130652911622 
 05/15  06:35:00,24.8,25.392830030665472 
 05/15  06:36:00,24.9,25.381651803472835 
 05/15  06:37:00,24.9,25.370604185200126 
 05/15  06:38:00,25.0,25.359683414679395 
 05/15  06:39:00,25.1,25.348898211815605 
 05/15  06:40:00,25.2,25.33825513339093 
 05/15  06:41:00,25.3,25.327757200110455 
 05/15  06:42:00,25.4,25.317405804817938 
 05/15  06:43:00,25.5,25.307202165922277 
 05/15  06:44:00,25.6,25.297147854260384 
 05/15  06:45:00,25.7,25.287244815674992 
 05/15  06:46:00,25.8,25.277495253756683 
 05/15  06:47:00,25.8,25.26790152553049 
 05/15  06:48:00,25.9,25.258476021545807 
 05/15  06:49:00,26.0,25.249215339081985 
 05/15  06:50:00,26.1,25.240126679792134 
 05/15  06:51:00,26.2,25.231204783655926 
 05/15  06:52:00,26.3,25.22245692623522 
 05/15  06:53:00,26.4,25.213888517802676 
 05/15  06:54:00,26.5,25.205491624224763 
 05/15  06:55:00,26.6,25.19727249170601 
 05/15  06:56:00,26.7,25.1892366987136 
 05/15  06:57:00,26.8,25.181386848459184 
 05/15  06:58:00,26.9,25.173723920501086 
 05/15  06:59:00,26.9,25.16625858531939 
 05/15  07:00:00,27.0,25.158985864627354 
 05/15  07:01:00,27.1,25.151901633365885 
 05/15  07:02:00,27.2,25.145015253630792 
 05/15  07:03:00,27.3,25.138322433787987 
 05/15  07:04:00,27.4,25.131830005144618 
 05/15  07:05:00,27.5,25.12554239047431 
 05/15  07:06:00,27.6,25.119460637673935 
 05/15  07:07:00,27.7,25.11358431707732 
 05/15  07:08:00,27.8,25.107912890394847 
 05/15  07:09:00,27.8,25.102446186961533 
 05/15  07:10:00,27.9,25.09718441232572 
 05/15  07:11:00,28.0,25.09213880067066 
 05/15  07:12:00,28.1,25.08730335160752 
 05/15  07:13:00,28.2,25.08268420591604 
 05/15  07:14:00,28.3,25.078284553081524 
 05/15  07:15:00,28.4,25.074093690580845 
